;Al;C;Co;Cr;Cu;Fe;Hf;Mn;Mo;Nb;Ni;Re;Ru;Si;Ta;Ti;V;W;Zr;UTS (MPa);Elongation (%);Mass price (USD/kg);Supply risk;Normalized vulnerability to supply restriction;Embodied energy (MJ/kg);Rock to metal ratio (kg/kg);Water usage (l/kg);Human health damage;Human rights pressure;Labor rights pressure;Class
Stainless steel, austenitic, AISI 201, 3/4 hard;0.0;0.00075;0.0;0.18;0.0;0.675;0.0;0.0875;0.0;0.0;0.05;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;746.0;45.0;3.0137165;0.17758201317192324;0.1113461797846784;134.76687500000003;29.504419236287223;150.32875;6.416344250453916;32.266284975123334;34.12322026212666;Steels
Stainless steel, austenitic, AISI 201, annealed;0.0;0.00075;0.0;0.17;0.0;0.744;0.0;0.01;0.0;0.0;0.07;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1023.157898;16.5;3.0533015000000003;0.13410749104203235;0.10875131066378063;129.46510000000004;28.180252871795975;134.53275000000002;6.67906686565698;33.04025862956273;34.11352660157938;Steels
Stainless steel, austenitic, AISI 201, full hard;0.0;0.00075;0.0;0.17;0.0;0.744;0.0;0.01;0.0;0.0;0.07;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;885.2631531;27.02702713;3.0533015000000003;0.13410749104203235;0.10875131066378063;129.46510000000004;28.180252871795975;134.53275000000002;6.67906686565698;33.04025862956273;34.11352660157938;Steels
Stainless steel, austenitic, AISI 201L, annealed;0.0;0.00075;0.0;0.17;0.0;0.744;0.0;0.01;0.0;0.0;0.07;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1206.5;11.0;3.0533015000000003;0.13410749104203235;0.10875131066378063;129.46510000000004;28.180252871795975;134.53275000000002;6.67906686565698;33.04025862956273;34.11352660157938;Steels
Stainless steel, austenitic, AISI 201LN, annealed;0.0;0.00075;0.0;0.17;0.0;0.744;0.0;0.01;0.0;0.0;0.07;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;529.4736938;35.0;3.0533015000000003;0.13410749104203235;0.10875131066378063;129.46510000000004;28.180252871795975;134.53275000000002;6.67906686565698;33.04025862956273;34.11352660157938;Steels
Stainless steel, austenitic, AISI 202, 1/2 hard;0.0;0.00075;0.0;0.17;0.0;0.744;0.0;0.01;0.0;0.0;0.07;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1275.5;8.648648739;3.0533015000000003;0.13410749104203235;0.10875131066378063;129.46510000000004;28.180252871795975;134.53275000000002;6.67906686565698;33.04025862956273;34.11352660157938;Steels
Stainless steel, austenitic, AISI 202, 1/4 hard;0.0;0.00075;0.0;0.18;0.0;0.7135;0.0;0.01;0.0;0.0;0.09;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;565.0;50.0;3.3566377500000004;0.14013779207793076;0.10894296552364012;137.84090000000003;33.08575287179597;142.39662500000003;7.469216884249894;32.98312544636963;34.58681965046962;Steels
Stainless steel, austenitic, AISI 202, annealed;0.0;0.00075;0.0;0.18;0.0;0.7135;0.0;0.01;0.0;0.0;0.09;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;655.0;40.0;3.3566377500000004;0.14013779207793076;0.10894296552364012;137.84090000000003;33.08575287179597;142.39662500000003;7.469216884249894;32.98312544636963;34.58681965046962;Steels
Stainless steel, austenitic, AISI 204-Cu, annealed;0.0;0.00075;0.0;0.18;0.0;0.7135;0.0;0.01;0.0;0.0;0.09;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;945.0;20.0;3.3566377500000004;0.14013779207793076;0.10894296552364012;137.84090000000003;33.08575287179597;142.39662500000003;7.469216884249894;32.98312544636963;34.58681965046962;Steels
Stainless steel, austenitic, AISI 205, annealed;0.0;0.00075;0.0;0.18;0.0;0.7135;0.0;0.01;0.0;0.0;0.09;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1140.0;12.5;3.3566377500000004;0.14013779207793076;0.10894296552364012;137.84090000000003;33.08575287179597;142.39662500000003;7.469216884249894;32.98312544636963;34.58681965046962;Steels
Stainless steel, austenitic, AISI 216, annealed;0.0;0.00015;0.0;0.19;0.0;0.6945;0.0;0.01;0.0;0.0;0.1;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;550.0;52.5;3.5571920500000003;0.1462651719995931;0.1094133947569487;144.69530000000003;35.56569032811312;148.36667500000001;7.912072910252238;32.95319133442763;34.771232776268405;Steels
Stainless steel, austenitic, AISI 301, 1/2 hard;0.0;0.0004;0.0;0.19;0.0;0.699;0.0;0.01;0.0;0.0;0.095;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;565.0;52.5;3.5050213;0.14629083713896918;0.10943221192240606;144.02510000000004;34.36829972131431;147.50480000000002;7.748436050793076;32.97381545294139;34.614776407756324;Steels
Stainless steel, austenitic, AISI 301, 1/4 hard;0.0;0.0004;0.0;0.19;0.0;0.699;0.0;0.01;0.0;0.0;0.095;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;705.0;30.0;3.5050213;0.14629083713896918;0.10943221192240606;144.02510000000004;34.36829972131431;147.50480000000002;7.748436050793076;32.97381545294139;34.614776407756324;Steels
Stainless steel, austenitic, AISI 301, 3/4 hard;0.0;0.0004;0.0;0.19;0.0;0.699;0.0;0.01;0.0;0.0;0.095;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;945.0;20.0;3.5050213;0.14629083713896918;0.10943221192240606;144.02510000000004;34.36829972131431;147.50480000000002;7.748436050793076;32.97381545294139;34.614776407756324;Steels
Stainless steel, austenitic, AISI 301, annealed;0.0;0.0004;0.0;0.19;0.0;0.699;0.0;0.01;0.0;0.0;0.095;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1140.0;12.5;3.5050213;0.14629083713896918;0.10943221192240606;144.02510000000004;34.36829972131431;147.50480000000002;7.748436050793076;32.97381545294139;34.614776407756324;Steels
Stainless steel, austenitic, AISI 301, full hard;0.0;0.00015;0.0;0.2;0.0;0.6795;0.0;0.01;0.0;0.0;0.105;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;550.0;60.0;3.70527955;0.15241582047729607;0.10985571314720778;150.94430000000003;36.860690328113115;153.54292500000003;8.198319134300283;32.95802525491832;34.8015752929211;Steels
Stainless steel, austenitic, AISI 301L, annealed;0.0;0.0004;0.0;0.2;0.0;0.674;0.0;0.01;0.0;0.0;0.11;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;567.5;40.0;3.7568338000000003;0.1523752902458294;0.10974103996473666;151.70010000000005;38.07329972131431;154.48855000000003;8.371359335276228;32.94825191691374;34.95173806916127;Steels
Stainless steel, austenitic, AISI 302, annealed;0.0;0.00015;0.0;0.17;0.0;0.6695;0.0;0.01;0.025;0.0;0.12;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;550.0;40.0;4.21275455;0.14766448628588635;0.10912495631187377;138.67780000000002;151.93069032811312;151.23042500000003;9.678303125401845;33.16508761763153;36.13010157752783;Steels
Stainless steel, austenitic, AISI 302, HT grade B;0.0;0.0004;0.0;0.17;0.0;0.665;0.0;0.01;0.025;0.0;0.12;0.0;0.0;0.005;0.0;0.0035;0.0;0.0;0.0;580.0;40.0;4.257161299999999;0.1476008129569122;0.10875746022062613;140.67925000000005;152.24879972131427;151.46830000000003;9.730220175211082;33.19371825989365;36.15000376276286;Steels
Stainless steel, austenitic, AISI 302, HT grade C;0.0;0.0004;0.0;0.17;0.0;0.669;0.0;0.01;0.025;0.0;0.12;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;567.5;40.0;4.2124463;0.14765689093726364;0.10907702830336691;138.72060000000005;151.93829972131428;151.27230000000003;9.683004796160237;33.170513007886115;36.12695478139188;Steels
Stainless steel, austenitic, AISI 302, HT grade D;0.0;0.0004;0.0;0.19;0.0;0.629;0.0;0.01;0.035;0.0;0.13;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;567.5;37.5;4.764846299999999;0.16523681729439832;0.11036033283557654;152.09960000000007;199.2182997213143;164.74230000000003;10.786973837032484;33.305283446363624;36.38751837482051;Steels
Stainless steel, austenitic, AISI 303, annealed;0.0;0.00015;0.0;0.19;0.0;0.6295;0.0;0.01;0.035;0.0;0.13;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;565.0;40.0;4.765154549999999;0.16524424539510196;0.11040826084408342;152.05680000000004;199.21069032811315;164.70042500000002;10.782272166274092;33.29985805610904;36.39066517095646;Steels
Stainless steel, austenitic, AISI 303, cold drawn;0.0;0.00075;0.0;0.1225;0.0;0.866;0.0;0.005;0.0;0.0;0.003;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;555.0;20.5;1.8940314999999996;0.10280361797571547;0.10709314330946419;93.19965000000002;11.229290525699774;101.20387500000001;3.8237252032813647;33.07976605955396;32.5964093676911;Steels
Stainless steel, austenitic, AISI 304, 1/2 hard;0.0;0.00075;0.0;0.1225;0.0;0.866;0.0;0.005;0.0;0.0;0.003;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;887.5;16.0;1.8940314999999996;0.10280361797571547;0.10709314330946419;93.19965000000002;11.229290525699774;101.20387500000001;3.8237252032813647;33.07976605955396;32.5964093676911;Steels
Stainless steel, austenitic, AISI 304, 1/4 hard;0.0;0.00075;0.0;0.1225;0.0;0.866;0.0;0.005;0.0;0.0;0.003;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;757.5;16.0;1.8940314999999996;0.10280361797571547;0.10709314330946419;93.19965000000002;11.229290525699774;101.20387500000001;3.8237252032813647;33.07976605955396;32.5964093676911;Steels
Stainless steel, austenitic, AISI 304, 1/8 hard;0.0;0.00075;0.0;0.1275;0.0;0.8515;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;1380.0;7.0;2.0320577499999994;0.10729945638724847;0.10743543787242887;96.9611;22.898790525699773;104.367;4.123770046891374;33.35693923746564;32.637127032673455;Steels
Stainless steel, austenitic, AISI 304, annealed;0.0;0.00075;0.0;0.1275;0.0;0.8515;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;930.0;17.0;2.0320577499999994;0.10729945638724847;0.10743543787242887;96.9611;22.898790525699773;104.367;4.123770046891374;33.35693923746564;32.637127032673455;Steels
Stainless steel, austenitic, AISI 304L, annealed;0.0;0.00075;0.0;0.1275;0.0;0.8515;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;795.0;22.0;2.0320577499999994;0.10729945638724847;0.10743543787242887;96.9611;22.898790525699773;104.367;4.123770046891374;33.35693923746564;32.637127032673455;Steels
Stainless steel, austenitic, AISI 304LN, annealed;0.0;0.00075;0.0;0.1275;0.0;0.8515;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;690.0;30.0;2.0320577499999994;0.10729945638724847;0.10743543787242887;96.9611;22.898790525699773;104.367;4.123770046891374;33.35693923746564;32.637127032673455;Steels
Stainless steel, austenitic, AISI 305, annealed;0.0;0.003;0.0;0.1275;0.0;0.849;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;1515.0;1.5;2.0306384999999993;0.10727259458807104;0.1072057978298945;97.39510000000001;22.985275064510457;104.838375;4.170532268148055;33.471251425382;32.6767186070132;Steels
Stainless steel, austenitic, AISI 308, annealed;0.0;0.003;0.0;0.1275;0.0;0.849;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;1035.0;10.0;2.0306384999999993;0.10727259458807104;0.1072057978298945;97.39510000000001;22.985275064510457;104.838375;4.170532268148055;33.471251425382;32.6767186070132;Steels
Stainless steel, austenitic, AISI 308L, annealed;0.0;0.003;0.0;0.1275;0.0;0.849;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;965.0;14.0;2.0306384999999993;0.10727259458807104;0.1072057978298945;97.39510000000001;22.985275064510457;104.838375;4.170532268148055;33.471251425382;32.6767186070132;Steels
Stainless steel, austenitic, AISI 309, annealed;0.0;0.003;0.0;0.1275;0.0;0.849;0.0;0.005;0.0025;0.0;0.005;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;757.5;18.0;2.0306384999999993;0.10727259458807104;0.1072057978298945;97.39510000000001;22.985275064510457;104.838375;4.170532268148055;33.471251425382;32.6767186070132;Steels
Stainless steel, austenitic, AISI 310, annealed;0.0;0.00035;0.0;0.166;0.0285;0.7525;0.0;0.0035;0.0;0.0025;0.041;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1290.0;10.0;3.05998895;0.13639278234329688;0.10871428642878465;128.35477500000002;36.226576847075776;134.02932500000003;6.919843506025575;32.97420494637563;33.41327357813723;Steels
Stainless steel, austenitic, AISI 314, annealed;0.0;0.00035;0.0;0.166;0.0285;0.7525;0.0;0.0035;0.0;0.0025;0.041;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1300.0;11.0;3.05998895;0.13639278234329688;0.10871428642878465;128.35477500000002;36.226576847075776;134.02932500000003;6.919843506025575;32.97420494637563;33.41327357813723;Steels
Stainless steel, austenitic, AISI 316, annealed;0.0;0.00035;0.0;0.166;0.0285;0.7525;0.0;0.0035;0.0;0.0025;0.041;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1142.5;14.0;3.05998895;0.13639278234329688;0.10871428642878465;128.35477500000002;36.226576847075776;134.02932500000003;6.919843506025575;32.97420494637563;33.41327357813723;Steels
Stainless steel, austenitic, AISI 316L, annealed;0.0;0.00035;0.0;0.166;0.0285;0.7525;0.0;0.0035;0.0;0.0025;0.041;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1070.0;14.0;3.05998895;0.13639278234329688;0.10871428642878465;128.35477500000002;36.226576847075776;134.02932500000003;6.919843506025575;32.97420494637563;33.41327357813723;Steels
Stainless steel, austenitic, AISI 316LN, annealed;0.0;0.00035;0.0;0.166;0.0285;0.7525;0.0;0.0035;0.0;0.0025;0.041;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1000.0;15.0;3.05998895;0.13639278234329688;0.10871428642878465;128.35477500000002;36.226576847075776;134.02932500000003;6.919843506025575;32.97420494637563;33.41327357813723;Steels
Stainless steel, austenitic, AISI 316LVM, annealed;0.0;0.00035;0.0;0.166;0.0285;0.7525;0.0;0.0035;0.0;0.0025;0.041;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;965.0;16.0;3.05998895;0.13639278234329688;0.10871428642878465;128.35477500000002;36.226576847075776;134.02932500000003;6.919843506025575;32.97420494637563;33.41327357813723;Steels
Stainless steel, austenitic, AISI 316LVM, cold worked;0.0;0.0004;0.0;0.125;0.0;0.8615;0.0;0.005;0.0;0.0;0.003;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;457.5;28.5;1.9209400499999996;0.10434878164913586;0.10727473416528484;94.76285;11.224337375218113;102.146925;3.8666182874409754;33.19161065555569;32.55873570632565;Steels
Stainless steel, austenitic, AISI 317, annealed;0.0;0.00075;0.0;0.125;0.0;0.864;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;541.5;27.5;1.8895264999999994;0.10436337819656794;0.10726785326115651;94.39985000000001;10.513790525699774;101.67275000000001;3.7726422268153073;33.21487380643013;32.46913572226597;Steels
Stainless steel, austenitic, AISI 317L, annealed;0.0;0.00075;0.0;0.125;0.0;0.864;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1313.0;15.0;1.8895264999999994;0.10436337819656794;0.10726785326115651;94.39985000000001;10.513790525699774;101.67275000000001;3.7726422268153073;33.21487380643013;32.46913572226597;Steels
Stainless steel, austenitic, AISI 321, annealed;0.0;0.00075;0.0;0.125;0.0;0.864;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;848.0;18.0;1.8895264999999994;0.10436337819656794;0.10726785326115651;94.39985000000001;10.513790525699774;101.67275000000001;3.7726422268153073;33.21487380643013;32.46913572226597;Steels
Stainless steel, austenitic, AISI 330, annealed;0.00015;0.0003;0.0;0.1275;0.0;0.83845;0.0;0.0025;0.0025;0.0;0.0275;0.0;0.0;0.00075;0.0;0.0;0.0;0.0;0.0;795.0;25.0;2.2565064749999997;0.10591314026294296;0.1070706232602846;99.36098000000001;28.14711244488953;108.140125;4.8091848783352455;32.962575521689814;33.30060038406308;Steels
Stainless steel, austenitic, AISI 347, annealed;0.0;0.00075;0.0;0.125;0.0;0.845;0.0;0.005;0.0;0.0;0.01875;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;847.5;20.0;2.0838414999999997;0.10422463070090149;0.10699234485453715;97.06750000000001;15.030290525699773;105.05000000000001;4.4033558170772364;33.14969311600509;33.035557526231024;Steels
Stainless steel, austenitic, AISI 348, annealed;0.0;0.0012;0.0;0.125;0.0;0.8505;0.0;0.0075;0.003;0.0;0.005;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;812.5;30.0;2.0186226499999997;0.10722984784984058;0.10708619226121777;95.488575;25.316318606510016;103.978525;4.113767495357452;33.15222375016504;32.631140561494405;Steels
Stainless steel, austenitic, AL-6XN, annealed;0.0;0.00175;0.0;0.13;0.0;0.8105;0.0;0.0025;0.0025;0.0;0.02;0.0;0.0;0.0025;0.0;0.0;0.0;0.03;0.0;1450.0;18.0;3.6023647499999982;0.10791908391870275;0.10722148775116273;116.71407500000002;58.5699969254564;111.20200000000001;5.525785681591196;35.12577536354743;33.563022860822656;Steels
Stainless steel, austenitic, ASTM CE-30, as cast;0.0;0.00175;0.0;0.13;0.0;0.8105;0.0;0.0025;0.0025;0.0;0.02;0.0;0.0;0.0025;0.0;0.0;0.0;0.03;0.0;930.0;20.0;3.6023647499999982;0.10791908391870275;0.10722148775116273;116.71407500000002;58.5699969254564;111.20200000000001;5.525785681591196;35.12577536354743;33.563022860822656;Steels
Stainless steel, austenitic, ASTM CE-30, cast, water quenched;0.0;0.0017;0.0;0.125;0.0;0.858;0.0;0.005;0.0;0.0;0.005;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;655.0;17.5;1.9408273999999996;0.10431773880048556;0.10710975207017852;95.29745;11.755806219864285;102.77815;3.9608483389087694;33.24975921516967;32.64104820212897;Steels
Stainless steel, austenitic, ASTM CF-12M, cast, water quenched;0.0;0.00305;0.0;0.13;0.0;0.8515;0.0;0.005;0.0;0.0;0.005;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1720.0;8.0;1.9880883499999995;0.10738858990064659;0.10722649982676956;98.32585;11.852696943150695;105.197225;4.047859518578026;33.32836285229442;32.60331961887111;Steels
Stainless steel, austenitic, ASTM CF-16F, cast, water quenched;0.0;0.001;0.0;0.16;0.0;0.81;0.0;0.005;0.0;0.0;0.01875;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;882.5;20.0;2.4206594999999993;0.12585614661306288;0.1087765673293188;116.4985;15.35739991890096;120.06925000000003;4.8218462123501435;33.241603695790474;32.61900421995392;Steels
Stainless steel, austenitic, ASTM CF-20, cast, water quenched;0.0;0.001;0.0;0.16;0.0;0.81;0.0;0.005;0.0;0.0;0.01875;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1370.0;16.0;2.4206594999999993;0.12585614661306288;0.1087765673293188;116.4985;15.35739991890096;120.06925000000003;4.8218462123501435;33.241603695790474;32.61900421995392;Steels
Stainless steel, austenitic, ASTM CF-3, cast, water quenched;0.0;0.001;0.0;0.16;0.0;0.81;0.0;0.005;0.0;0.0;0.01875;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;965.0;19.0;2.4206594999999993;0.12585614661306288;0.1087765673293188;116.4985;15.35739991890096;120.06925000000003;4.8218462123501435;33.241603695790474;32.61900421995392;Steels
Stainless steel, austenitic, ASTM CF-3A, cast, water quenched;0.0;0.00675;0.0;0.17;0.0;0.809;0.0;0.005;0.00375;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;725.0;20.0;2.4151209999999996;0.13419971200577485;0.1091377896007099;120.80972500000003;27.911915962528262;123.34475;4.6281563247845625;33.670409133397754;32.110464450538466;Steels
Stainless steel, austenitic, ASTM CF-3M, cast, water quenched;0.0;0.00675;0.0;0.17;0.0;0.809;0.0;0.005;0.00375;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1790.0;5.0;2.4151209999999996;0.13419971200577485;0.1091377896007099;120.80972500000003;27.911915962528262;123.34475;4.6281563247845625;33.670409133397754;32.110464450538466;Steels
Stainless steel, austenitic, ASTM CF-3MA, cast, water quenched;0.0;0.0085;0.0;0.17;0.0;0.807;0.0;0.005;0.00375;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;740.0;18.0;2.4139794999999995;0.13417828019409783;0.1089535775666824;121.14592500000002;27.97868171493657;123.70875000000001;4.664403408416672;33.75749962189867;32.13937143225929;Steels
Stainless steel, austenitic, ASTM CF-8, cast, water quenched;0.0;0.0085;0.0;0.17;0.0;0.807;0.0;0.005;0.00375;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1930.0;3.0;2.4139794999999995;0.13417828019409783;0.1089535775666824;121.14592500000002;27.97868171493657;123.70875000000001;4.664403408416672;33.75749962189867;32.13937143225929;Steels
Stainless steel, austenitic, ASTM CF-8A, cast, water quenched;0.0;0.01075;0.0;0.17;0.0;0.805;0.0;0.005;0.00375;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;760.0;14.0;2.4128989999999995;0.1341632387913343;0.10877436553265492;121.59212500000002;28.069666253747254;124.20375;4.712277425781144;33.8881827287213;32.195941191489865;Steels
Stainless steel, austenitic, ASTM CF-8C, cast, water quenched;0.0;0.01075;0.0;0.17;0.0;0.805;0.0;0.005;0.00375;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1970.0;1.5;2.4128989999999995;0.1341632387913343;0.10877436553265492;121.59212500000002;28.069666253747254;124.20375;4.712277425781144;33.8881827287213;32.195941191489865;Steels
Stainless steel, austenitic, ASTM CF-8M, cast, water quenched;0.0;0.00025;0.0;0.1475;0.0285;0.764;0.0;0.003;0.0;0.00225;0.046;0.0;0.0;0.0075;0.00025;0.0;0.0;0.0;0.0;1233.684204;6.486486435;2.9925729999999997;0.12482799021951974;0.10765306139247918;119.65980000000002;39.316776849753005;126.97112500000001;6.89486032483364;33.04535172186146;33.79966493340332;Steels
Stainless steel, austenitic, ASTM CG-8M, cast, water quenched;0.00025;0.0003;0.0;0.161;0.0315;0.751;0.0;0.0035;0.0;0.00275;0.041;0.0;0.0;0.0075;0.00025;0.0;0.0;0.0;0.0;1306.315796;4.324324369;3.1271916;0.13419039220281026;0.10840048175917112;127.50280000000004;40.03121497386821;133.02460000000005;7.033513910735674;33.06466789469578;33.49956783820996;Steels
Stainless steel, austenitic, ASTM CH-10, cast, water quenched;0.00025;0.0003;0.0;0.161;0.0315;0.751;0.0;0.0035;0.0;0.00275;0.041;0.0;0.0;0.0075;0.00025;0.0;0.0;0.0;0.0;1088.421082;4.324324369;3.1271916;0.13419039220281026;0.10840048175917112;127.50280000000004;40.03121497386821;133.02460000000005;7.033513910735674;33.06466789469578;33.49956783820996;Steels
Stainless steel, austenitic, ASTM CH-20, cast, water quenched;0.00025;0.0003;0.0;0.161;0.0315;0.751;0.0;0.0035;0.0;0.00275;0.041;0.0;0.0;0.0075;0.00025;0.0;0.0;0.0;0.0;943.1578979;6.486486435;3.1271916;0.13419039220281026;0.10840048175917112;127.50280000000004;40.03121497386821;133.02460000000005;7.033513910735674;33.06466789469578;33.49956783820996;Steels
Stainless steel, austenitic, ASTM CK-20, cast, water quenched;0.0;0.00035;0.0;0.1475;0.035;0.7585;0.0;0.005;0.0;0.00275;0.045;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1117.894714;15.0;3.05621395;0.12759343402610435;0.10769014973449678;120.50139999999999;42.775325556337314;129.043825;7.145442497989911;32.874292691541335;33.85308628751268;Steels
Stainless steel, austenitic, ASTM CN-7M, cast, water quenched;0.0;0.00035;0.0;0.1475;0.035;0.7585;0.0;0.005;0.0;0.00275;0.045;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1052.631592;16.00000048;3.05621395;0.12759343402610435;0.10769014973449678;120.50139999999999;42.775325556337314;129.043825;7.145442497989911;32.874292691541335;33.85308628751268;Steels
Stainless steel, austenitic, ASTM CN-7MS, cast, water quenched;0.0;0.00035;0.0;0.1475;0.035;0.7585;0.0;0.005;0.0;0.00275;0.045;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1015.78949;17.0;3.05621395;0.12759343402610435;0.10769014973449678;120.50139999999999;42.775325556337314;129.043825;7.145442497989911;32.874292691541335;33.85308628751268;Steels
Stainless steel, austenitic, ASTM F1586, annealed, nitrogen strengthened;0.0;0.00035;0.0;0.1475;0.035;0.7585;0.0;0.005;0.0;0.00275;0.045;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;980.0;19.0;3.05621395;0.12759343402610435;0.10769014973449678;120.50139999999999;42.775325556337314;129.043825;7.145442497989911;32.874292691541335;33.85308628751268;Steels
Stainless steel, austenitic, ASTM F1586, medium hard, nitrogen strengthened;0.0;0.00035;0.0;0.1475;0.035;0.7585;0.0;0.005;0.0;0.00275;0.045;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;834.7368469;22.0;3.05621395;0.12759343402610435;0.10769014973449678;120.50139999999999;42.775325556337314;129.043825;7.145442497989911;32.874292691541335;33.85308628751268;Steels
Stainless steel, austenitic, BioDur 108, 10-20% cold worked;0.0;0.00035;0.0;0.1475;0.035;0.7585;0.0;0.005;0.0;0.00275;0.045;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1378.947388;14.0;3.05621395;0.12759343402610435;0.10769014973449678;120.50139999999999;42.775325556337314;129.043825;7.145442497989911;32.874292691541335;33.85308628751268;Steels
Stainless steel, austenitic, BioDur 108, 30-40% cold worked;0.0;0.00035;0.0;0.1475;0.035;0.7585;0.0;0.005;0.0;0.00275;0.045;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1233.684204;14.0;3.05621395;0.12759343402610435;0.10769014973449678;120.50139999999999;42.775325556337314;129.043825;7.145442497989911;32.874292691541335;33.85308628751268;Steels
Stainless steel, austenitic, BioDur 108, annealed;0.0;0.00035;0.0;0.1625;0.04;0.7435;0.0;0.005;0.0;0.00275;0.04;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1125.263184;16.00000048;3.17530145;0.13816514849570039;0.10845518975307264;128.2654;44.22532555633731;135.875075;7.372967826528797;32.88662547472723;33.5634368110042;Steels
Stainless steel, austenitic, BS 315S16, annealed;0.0;0.00035;0.0;0.1625;0.04;0.7435;0.0;0.005;0.0;0.00275;0.04;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1041.0;17.0;3.17530145;0.13816514849570039;0.10845518975307264;128.2654;44.22532555633731;135.875075;7.372967826528797;32.88662547472723;33.5634368110042;Steels
